date,from,value,comment,lt
2024-11-18 16:53:58,EQBitMzR7PFIUfYu9t-Cz-txrEPN_Xl1zfApkOWPv_VRz2Rb,5.0,5 TON Ref#GEYDKOBRGA======,51014952000003
2024-11-18 16:53:41,EQDk1CU6PILvOsXHa4YafDhJ7rAGAVAAkjE7IV_sSfFxYTrD,1.0,1 TON Ref#GEYDKNZWGE======,51014950000003
2024-11-18 16:53:41,EQD6Hv9HcL6DRegR6dOZivChTSs3lr1aQ20pPNWQLBTHhjZn,1.0,1 TON Ref#GEYDKOBQGY======,51014950000002
2024-11-18 16:53:41,EQD8Z7AIgZVGXLSee859YRuOfcdHc9Ep0Jhw49fJI4VA3tH7,1.0,1 TON Ref#GEYDKOBQGI======,51014950000001
2024-11-18 16:53:49,EQBFXPKJkH69piJoET_9qMYUDgllvrH5lfKzgXl680rBLA9I,1.0,1 TON Ref#GEYDKOBQGU======,51014948000003
2024-11-18 16:53:38,EQDx9vISNuf0NsyTqt-zyjxEWUJLWABm5eivE0akgBiUTGAI,1.0,1 TON Ref#GEYDKOBQGA======,51014948000002
2024-11-18 16:53:38,EQDygPiPDalLO6MisX44ayQEZjVNL_grdCU7PmQaHkiNLK57,1.0,1 TON Ref#GEYDKNZZGY======,51014948000001
2024-11-18 16:53:28,EQD_iJ1xgbVu7KrBKHbx0pLIDAfCfDmbNyYeCcNRAyx_2EjU,1.35,1.35 TON Ref#GEYDKNZZGA======,51014944000002
2024-11-18 16:53:28,EQA4cOC78_uGDpufkTBbegX8a_Qgkghj8JKv8bVNQoUPY9G2,5.0,5 TON Ref#GEYDKNZZGE======,51014944000001
2024-11-18 16:53:22,EQDL9Pu8_8wdE2-DBpOTu61nQH-6aFGKRtD6hc2RXlt1umyk,2.92,2.92 TON Ref#GEYDKNZYGQ======,51014941000001
2024-11-18 16:53:27,EQBxKUxgM6wEnlZTHkDKTcGpSjNl1DovmZJUhLkzcHlPhrxW,1.0,1 TON Ref#GEYDKNZYHA======,51014939000003
2024-11-18 16:53:16,EQCZLc_drKI-7Ixd-EdBwOTy59mfcvtgkEfReze7SjKiTfua,1.0,1 TON Ref#GEYDKNZYGE======,51014939000001
2024-11-18 16:53:22,EQBpjkYmlvTarFfmOmuAZhijZ3Cpr9hsCvu20ua7slBtpFai,1.0,1 TON Ref#GEYDKNZZGI======,51014938000003
2024-11-18 16:53:13,EQDwfNWO_YqLT-NUsjDShRHir0uUwPoVbIhpgSbROCyRxPNM,4.05,4.05 TON Ref#GEYDKNZYGM======,51014938000001
2024-11-18 16:53:19,EQB1hrZ5N8OVqXQR36Ruq-qajN79NNorfqNQqeQy3gjdhNfn,1.0,1 TON Ref#GEYDKNZYGY======,51014937000003
2024-11-18 16:53:12,EQBFMEB_zXeAXGMf1Y3iPM9ewED5nzhjAN_2mtNzmlmNkJEb,1.0,1 TON Ref#GEYDKNZYGA======,51014934000003
2024-11-18 16:53:03,EQCs4A4_UTX7mSDUjbxvo6qB3jZ5gPYmxncJdv9CHzcdj64M,1.0,1 TON Ref#GEYDKNZXGQ======,51014934000001
2024-11-18 16:52:57,EQAdXXGDBX4a0gc1F9ZFRKpFKX3QWrMfG2cZLsv1-w0ihRTZ,3.31,3.31 TON Ref#GEYDKNZXGI======,51014932000001
2024-11-18 16:52:39,EQCIyymmJmbl80SB7c_ijugV2XLbuY9FIPsOvkOtge1ijFM1,2.22,2.22 TON Ref#GEYDKMZTG4======,51014926000002
2024-11-18 16:52:39,EQCfv9zylPRgqh8WWUVwWsoHu3dRsbJmZI4zLTvMV_rMiBGq,5.0,5 TON Ref#GEYDKNZWGM======,51014926000001
2024-11-18 16:52:39,EQBpjkYmlvTarFfmOmuAZhijZ3Cpr9hsCvu20ua7slBtpFai,1.0,1 TON Ref#GEYDKNZWGY======,51014922000004
2024-11-18 16:52:39,EQB46RN3wqUG4PtsDfNY2QpZGJzPDcYg0oGrtV5TZD1j6G4P,3.59,3.59 TON Ref#GEYDKNJXGA======,51014922000003
2024-11-18 16:52:25,EQD6Hv9HcL6DRegR6dOZivChTSs3lr1aQ20pPNWQLBTHhjZn,1.0,1 TON Ref#GEYDKNZVGE======,51014922000002
2024-11-18 16:52:25,EQDx9vISNuf0NsyTqt-zyjxEWUJLWABm5eivE0akgBiUTGAI,1.0,1 TON Ref#GEYDKNZVGM======,51014922000001
2024-11-18 16:52:11,EQDJTyl1ULEPq-eeSN3igYdL9bp6uHMSCHZxICsIyEKkTfVa,1.09,1.09 TON Ref#GEYDKNRSHE======,51014916000002
2024-11-18 16:52:09,EQCFBkbWIE6WEsYahA3EUU3FGmSlOITIL3XDac4FXjmryqL1,5.0,5 TON Ref#GEYDKNZUGI======,51014916000001
2024-11-18 16:52:03,EQDw2BiCidAeE98IR3Pf1rPx_VJq96h_tohn44SYKyZX_CFK,3.96,3.96 TON Ref#GEYDKNZSGU======,51014913000001
2024-11-18 16:52:09,EQB46RN3wqUG4PtsDfNY2QpZGJzPDcYg0oGrtV5TZD1j6G4P,3.59,3.59 TON Ref#GEYDKNJXGA======,51014912000006
2024-11-18 16:52:09,EQBgBrj57fkyICSTHb6S3eMQNVo1nJ6cYahjatBljUflgA6v,5.0,5 TON Ref#GEYDKNRWGI======,51014912000005
2024-11-18 16:52:09,EQBiWJExiwKQryDVttzXyQIyo3ESF0_yY2QtpRwkWicl8OOt,2.18,2.18 TON Ref#GEYDKNZQGY======,51014912000004
2024-11-18 16:52:01,EQDygPiPDalLO6MisX44ayQEZjVNL_grdCU7PmQaHkiNLK57,1.0,1 TON Ref#GEYDKNZTGE======,51014912000003
2024-11-18 16:52:02,EQA6xLefsOKYGFxa9tZQ645kWwuAGj-8aaHuiqkDxFzccnS9,3.24,3.24 TON Ref#GEYDKNZSGA======,51014912000002
2024-11-18 16:51:59,EQALOTdSK8wGlc0_2Jbz4aO0NZrFXxMC2xERtBdPdAw9J7Q6,1.0,1 TON Ref#GEYDKNZSGI======,51014912000001
2024-11-18 16:52:06,EQB1hrZ5N8OVqXQR36Ruq-qajN79NNorfqNQqeQy3gjdhNfn,1.0,1 TON Ref#GEYDKNZUGE======,51014911000003
2024-11-18 16:51:57,EQAYTmTMz8wq5fNcU04EqKqb3NHLsV53VWK1T9fVjXtF8yaU,0.1,0.1 TON Ref#GEYDKNZTGI======,51014911000001
2024-11-18 16:52:02,EQBlVJ8H08-FWLk0ELYQ7ij_O-HNfDuZsxrpal0lw0-8yF04,5.0,5 TON Ref#GEYDKNZTGM======,51014910000003
2024-11-18 16:51:54,EQD8Z7AIgZVGXLSee859YRuOfcdHc9Ep0Jhw49fJI4VA3tH7,1.0,1 TON Ref#GEYDKNZSHA======,51014910000001
2024-11-18 16:51:50,EQCaRUvjLUN7BQzIlQ1gcCyxpLRs61Rp9DXnyBRF7XwUrNRe,1.0,1 TON Ref#GEYDKNZTGA======,51014908000001
2024-11-18 16:51:47,EQAWbjUklFSnw1NnbbDaFXhX1w-iy9sTQbgOWfgS_brJoSO4,4.91,4.91 TON Ref#GEYDKNZRHE======,51014907000001
2024-11-18 16:51:49,EQBvdq0oFmK7yIIVxwH-1uMtFfQKqWZjltJqWl0RpteI2k_Y,1.0,1 TON Ref#GEYDKNZSHE======,51014905000003
2024-11-18 16:51:46,EQBFXPKJkH69piJoET_9qMYUDgllvrH5lfKzgXl680rBLA9I,1.0,1 TON Ref#GEYDKNZSGY======,51014904000003
2024-11-18 16:51:37,EQAspLfkiWXcYVWXRqyCPH40nSrKSNBr6FU_uXnN-fSju0LK,0.88,0.88 TON Ref#GEYDKNZRGM======,51014904000002
2024-11-18 16:51:34,EQD0aqpt_LZqli4IyG19267_bPJQffZf4hNKSgRFarrfCQXC,1.78,1.78 TON Ref#GEYDKNZRGU======,51014904000001
2024-11-18 16:51:43,EQBxKUxgM6wEnlZTHkDKTcGpSjNl1DovmZJUhLkzcHlPhrxW,1.0,1 TON Ref#GEYDKNZRGQ======,51014903000003
2024-11-18 16:51:40,EQBZJRxZXYT6xUPKQpO1pcimTrdTICUhn2Koal6Q87uSU0jD,5.0,5 TON Ref#GEYDKNZSGE======,51014902000004
2024-11-18 16:51:40,EQBYTY38rSsx5UFw3K7N8UGCdb__IW2eSAEWyaPi5jAhCJi9,2.71,2.71 TON Ref#GEYDKNZRGY======,51014902000003
2024-11-18 16:51:26,EQDmIvqaQ-jftKUNZ5TQD0dyudDf0Tl5bbKZNiSHeCzl_n-m,4.2,4.2 TON Ref#GEYDKNRUHA======,51014900000001
2024-11-18 16:51:21,EQDd-gHhD5po8nnbkYOoBNLcrPJFP-jmn2VBntg7OxJJYMSF,3.69,3.69 TON Ref#GEYDKNZQGE======,51014898000002
2024-11-18 16:51:21,EQDx9vISNuf0NsyTqt-zyjxEWUJLWABm5eivE0akgBiUTGAI,1.0,1 TON Ref#GEYDKNZQHA======,51014898000001
2024-11-18 16:51:22,EQBF_rG7paEsrYcSyn2TPoyZvcoj0wFg2KdYykbm3YHLuE3a,5.0,5 TON Ref#GEYDKNZRGA======,51014895000003
2024-11-18 16:51:14,EQCs4A4_UTX7mSDUjbxvo6qB3jZ5gPYmxncJdv9CHzcdj64M,1.0,1 TON Ref#GEYDKNZQGU======,51014895000002
2024-11-18 16:51:14,EQCgVRIsYgCaYsdVLQUz0XCjyM77fjSZhvP_mz3QUQ6qHZJf,5.0,5 TON Ref#GEYDKNRWGY======,51014895000001
2024-11-18 16:51:13,EQDk1CU6PILvOsXHa4YafDhJ7rAGAVAAkjE7IV_sSfFxYTrD,1.0,1 TON Ref#GEYDKNRVGI======,51014894000003
2024-11-18 16:51:13,EQD6Hv9HcL6DRegR6dOZivChTSs3lr1aQ20pPNWQLBTHhjZn,1.0,1 TON Ref#GEYDKNZQGM======,51014894000002
2024-11-18 16:51:10,EQCefHvk4ErgGvFqFeE_0495FOO1hFPFIpeYC4O-ZKSXLi71,1.0,1 TON Ref#GEYDKNRZGQ======,51014894000001
2024-11-18 16:51:08,EQAWv4Fe-A58fR4tTjP7oo4JzjbJdo1cnePhZkxqvcfnRyK9,1.0,1 TON Ref#GEYDKNRZGU======,51014893000001
2024-11-18 16:51:01,EQALOTdSK8wGlc0_2Jbz4aO0NZrFXxMC2xERtBdPdAw9J7Q6,1.0,1 TON Ref#GEYDKNJYG4======,51014890000001
2024-11-18 16:50:56,EQCkCDR7sPGx8MqleeW05YkYpSJgwyHKx893YHcUzGz__HtV,4.33,4.33 TON Ref#GEYDKNRZGA======,51014888000002
2024-11-18 16:50:55,EQAFpJphU4XHE2VA4vdil4t-uv622_1l3d88oznf5ZxWDWuj,1.0,1 TON Ref#GEYDKNRTG4======,51014888000001
2024-11-18 16:51:01,EQBgtgolQ_PtsprK3hw8LmWDN2a9dxsGDn_FuBB7noef3uyM,5.0,5 TON Ref#GEYDKNRYGU======,51014887000003
2024-11-18 16:50:30,EQDf8JcpJwHfaTVZpVNl5IOfWt3E1GYKrIZmXEyWBemFJaut,1.0,1 TON Ref#GEYDKNJXGE======,51014878000002
2024-11-18 16:50:30,EQDx9vISNuf0NsyTqt-zyjxEWUJLWABm5eivE0akgBiUTGAI,1.0,1 TON Ref#GEYDKNRXGM======,51014878000001
2024-11-18 16:50:34,EQBF_rG7paEsrYcSyn2TPoyZvcoj0wFg2KdYykbm3YHLuE3a,1.0,1 TON Ref#GEYDKNRXHA======,51014877000003
2024-11-18 16:50:26,EQAp28y8trqBGqTzuRHjWHaWfXkiZXbIBFimn0ri6oFQj6AD,5.0,5 TON Ref#GEYDKNRWGM======,51014877000001
2024-11-18 16:50:31,EQBPTDA7-DH9zJaxZiYB_FTWdJ4hH6Vx3Ss4qV8rc98PQPaV,1.0,1 TON Ref#GEYDKNRRGE======,51014876000003
2024-11-18 16:50:21,EQCDwH7eKbV2iTp3eRXIggkbHTiynlBKybKOD7SeIS2bZk-L,3.03,3.03 TON Ref#GEYDKNRWGU======,51014876000002
2024-11-18 16:50:16,EQAprsVhNF4mWRu4WQSL-GDg7FyR2UZWYOGrgyzSq28zKd-i,5.0,5 TON Ref#GEYDKNRQGE======,51014876000001
2024-11-18 16:50:15,EQDJ8TAIn3JNP6s-21_KeLhGhl1uXGsb1z6o9gO9F-HJFU92,1.0,1 TON Ref#GEYDKNRVHE======,51014873000001
2024-11-18 16:50:15,EQC683qxtXsd0Xus4qY6OrbfIzMLU2Vo_Zw6J95pDSyU9Fmi,2.7,2.7 TON Ref#GEYDKNRUGM======,51014872000001
2024-11-18 16:50:12,EQAKtm0fnOSxvE8NuZgJ2ZPhRLmxfplxSYdPcOGUYN0CT_9L,1.0,1 TON Ref#GEYDKNRWGE======,51014871000006
2024-11-18 16:50:10,EQCx_OweXnMOxUPErrPZt5v7-3D_ngGTLOciDAOF4zBvH6Ss,1.0,1 TON Ref#GEYDKNRVGY======,51014871000005
2024-11-18 16:50:09,EQDf8JcpJwHfaTVZpVNl5IOfWt3E1GYKrIZmXEyWBemFJaut,1.0,1 TON Ref#GEYDKNJXGE======,51014871000004
2024-11-18 16:50:09,EQALIIwd0QP8lRACvVAnmxdMkagEtf2OdNta8oMtCVIhBakv,1.0,1 TON Ref#GEYDKNRVGE======,51014871000003
2024-11-18 16:50:10,EQCs4A4_UTX7mSDUjbxvo6qB3jZ5gPYmxncJdv9CHzcdj64M,1.0,1 TON Ref#GEYDKNRVHA======,51014871000002
2024-11-18 16:50:09,EQDklpBT9xn9tzV7Ivl8RfFJ-GTllO3KPSbXJXHap8EmoitX,1.0,1 TON Ref#GEYDKNRVG4======,51014871000001
2024-11-18 16:49:56,EQAl27oBR1GDG0NJdIirNlsyGP_1oanaHNij8kVH7ROyNKQ5,1.0,1 TON Ref#GEYDKNRUHE======,51014867000002
2024-11-18 16:49:56,EQDx4oGAa3PmdpLdI6HV0yo8kuDY0MQOeXGqrjtVxCRxDbmS,1.0,1 TON Ref#GEYDKNJWGI======,51014867000001
2024-11-18 16:50:06,EQBxKUxgM6wEnlZTHkDKTcGpSjNl1DovmZJUhLkzcHlPhrxW,1.0,1 TON Ref#GEYDKNRVGM======,51014865000003
2024-11-18 16:49:59,EQBPTDA7-DH9zJaxZiYB_FTWdJ4hH6Vx3Ss4qV8rc98PQPaV,1.0,1 TON Ref#GEYDKNRRGE======,51014863000003
2024-11-18 16:49:51,EQAq5mC4DntVW5x6WG5UccaSmw6BVOVLr7_lvTxuuG3-QfLf,2.91,2.91 TON Ref#GEYDKNJWHA======,51014863000001
2024-11-18 16:49:48,EQD90sKzMq-7PuqLWlf5iN4E-jPRaHWg7YQXL6M9TYymfp-z,1.0,1 TON Ref#GEYDKNRUGA======,51014862000002
2024-11-18 16:49:46,EQD_buYEw2Z6cfQvmisUuLEO3W7TIVg57I0W1EREv0yrtBPD,5.0,5 TON Ref#GEYDKNRTHE======,51014862000001
2024-11-18 16:49:53,EQBpjkYmlvTarFfmOmuAZhijZ3Cpr9hsCvu20ua7slBtpFai,1.0,1 TON Ref#GEYDKNRUGQ======,51014860000003
2024-11-18 16:49:27,EQDdhZ6XVI1TOW6IH1RgWbA3iK80HeGkh-YVeLQHqiORW5eL,1.0,1 TON Ref#GEYDKNJVHA======,51014854000002
2024-11-18 16:49:27,EQDwp7rVB7rx4RoufxID7G2SssRi_4OoMlaFAMFAu1Nxz5e4,5.0,5 TON Ref#GEYDKNRTGI======,51014854000001
2024-11-18 16:49:24,EQDx9vISNuf0NsyTqt-zyjxEWUJLWABm5eivE0akgBiUTGAI,1.0,1 TON Ref#GEYDKNRTGA======,51014853000001
2024-11-18 16:49:30,EQBdHvK_e-Y06nOs0kyasjCnmi3w3echflbNDLvmdHpN_VLw,2.66,2.66 TON Ref#GEYDKNJXGY======,51014851000003
2024-11-18 16:49:19,EQAWv4Fe-A58fR4tTjP7oo4JzjbJdo1cnePhZkxqvcfnRyK9,1.0,1 TON Ref#GEYDKNRSG4======,51014851000001
2024-11-18 16:49:14,EQCMjUZLs2gQ4z9vsPAfACYbSz7-wIQ7OFJTbBkA0ErY6BYP,5.0,5 TON Ref#GEYDKNRSGA======,51014849000002
2024-11-18 16:49:13,EQASPioq792ekZyVRUXcHcJxHVjFnk5qErAeWQLQPVDfJTkA,5.0,5 TON Ref#GEYDKNRRHE======,51014849000001
2024-11-18 16:49:12,EQCrwSeHZEfAynwK-o0iR__nAztwWaL2ssZId3Qf5NUYNxnq,4.7,4.7 TON Ref#GEYDKNRRGM======,51014848000001
2024-11-18 16:49:04,EQCgVRIsYgCaYsdVLQUz0XCjyM77fjSZhvP_mz3QUQ6qHZJf,5.0,5 TON Ref#GEYDKNRQGY======,51014845000001
2024-11-18 16:49:10,EQBPTDA7-DH9zJaxZiYB_FTWdJ4hH6Vx3Ss4qV8rc98PQPaV,1.0,1 TON Ref#GEYDKNJXGM======,51014844000003
2024-11-18 16:49:06,EQBzxyLj9IWqg3KirSWc5LNy9-fC11hb0fvD2F1CP5bezYqV,3.58,3.58 TON Ref#GEYDKNRRG4======,51014842000003
2024-11-18 16:48:53,EQCU57RdlnM8_GSvOf-eFldT_edFYzLphWrpFiZDd7shGOzZ,1.0,1 TON Ref#GEYDKNRRGA======,51014841000002
2024-11-18 16:48:52,EQAm02fQTttAaWGlqLJMrAb4WJqObirDWq1a_XbUEs-2ecge,5.0,5 TON Ref#GEYDKNRQHA======,51014841000001
2024-11-18 16:48:48,EQBdKfeZhl9fBDj8UIghqQH5tHN4RY5Effp1xv6Kec2eq2CO,1.0,1 TON Ref#GEYDKNJZG4======,51014836000003
2024-11-18 16:48:43,EQAKtm0fnOSxvE8NuZgJ2ZPhRLmxfplxSYdPcOGUYN0CT_9L,4.63,4.63 TON Ref#GEYDKNJVGI======,51014836000002
2024-11-18 16:48:42,EQDdhZ6XVI1TOW6IH1RgWbA3iK80HeGkh-YVeLQHqiORW5eL,1.0,1 TON Ref#GEYDKNJVHA======,51014836000001
2024-11-18 16:48:43,EQBZJRxZXYT6xUPKQpO1pcimTrdTICUhn2Koal6Q87uSU0jD,1.0,1 TON Ref#GEYDKNRQGQ======,51014834000004
2024-11-18 16:48:43,EQBxKUxgM6wEnlZTHkDKTcGpSjNl1DovmZJUhLkzcHlPhrxW,1.0,1 TON Ref#GEYDKNRQGI======,51014834000003
2024-11-18 16:48:31,EQCs4A4_UTX7mSDUjbxvo6qB3jZ5gPYmxncJdv9CHzcdj64M,2.66,2.66 TON Ref#GEYDKNJZGE======,51014832000017
2024-11-18 16:48:27,EQAKtm0fnOSxvE8NuZgJ2ZPhRLmxfplxSYdPcOGUYN0CT_9L,2.0,2 TON Ref#GEYDKNJYGI======,51014832000016
2024-11-18 16:48:27,EQDHyXYSYOivWc6JZb7uRTJ3DAUUK-yU_CNV-tKqoCQnIRhA,1.0,1 TON Ref#GEYDKNJUGE======,51014832000015
2024-11-18 16:48:27,EQAcHR_gnLWyGT2w3JIJGJT2kZoP3u-SiRqEr1lmxVu64iNy,3.24,3.24 TON Ref#GEYDKNJXGU======,51014832000014
2024-11-18 16:48:37,EQBFXPKJkH69piJoET_9qMYUDgllvrH5lfKzgXl680rBLA9I,1.0,1 TON Ref#GEYDKNJZGQ======,51014831000015
2024-11-18 16:48:37,EQBGy479kPfqLLR-TTqNpYl16ynGrz12lvFQx_nOw8Dmi4fL,3.32,3.32 TON Ref#GEYDKMRTGA======,51014831000014
2024-11-18 16:48:27,EQCQioHRZQ7LPrDJ9fGTdGbJ-3bAZ17cmgGXzCMH-35e4hlL,2.7,2.7 TON Ref#GEYDKNJYGE======,51014831000013
2024-11-18 16:48:34,EQBF_rG7paEsrYcSyn2TPoyZvcoj0wFg2KdYykbm3YHLuE3a,1.0,1 TON Ref#GEYDKNJZGI======,51014830000021
2024-11-18 16:48:27,EQBpjkYmlvTarFfmOmuAZhijZ3Cpr9hsCvu20ua7slBtpFai,3.68,3.68 TON Ref#GEYDKNJYHA======,51014828000023
2024-11-18 16:48:27,EQBGqlHVFiaPYxJZcvF-l-I2ntbXk3XmCZDehmXL8zrg8jFM,1.79,1.79 TON Ref#GEYDKNJYGY======,51014828000022
2024-11-18 16:48:27,EQBPTDA7-DH9zJaxZiYB_FTWdJ4hH6Vx3Ss4qV8rc98PQPaV,1.0,1 TON Ref#GEYDKNJUGU======,51014828000021
2024-11-18 16:47:56,EQAmnq_xVJdhHaLTfrnM1ZmBII9WC2lNvTgycyEeP2QUusXR,3.67,3.67 TON Ref#GEYDKNJWGU======,51014820000021
2024-11-18 16:47:57,EQB9FNILYENWNF4WQr_wCE21B9vXOKCjZ0pjmjc0jXkVoyxk,5.0,5 TON Ref#GEYDKNJWGY======,51014818000003
2024-11-18 16:47:36,EQAWv4Fe-A58fR4tTjP7oo4JzjbJdo1cnePhZkxqvcfnRyK9,2.98,2.98 TON Ref#GEYDKNJWGA======,51014813000001
2024-11-18 16:47:41,EQBdKfeZhl9fBDj8UIghqQH5tHN4RY5Effp1xv6Kec2eq2CO,1.53,1.53 TON Ref#GEYDKNJVGQ======,51014811000004
2024-11-18 16:47:30,EQDx9vISNuf0NsyTqt-zyjxEWUJLWABm5eivE0akgBiUTGAI,1.0,1 TON Ref#GEYDKNJVGE======,51014811000003
2024-11-18 16:47:32,EQC9hMkWbwUiciT42qklhJIW3pSZdrOlXo1lJg58fZwdtnVX,1.0,1 TON Ref#GEYDKNJVGU======,51014811000002
2024-11-18 16:47:29,EQCGczNxMKgbXrBju85TXYwRuC_Otj0mFjZ-90nnuNf4LYsQ,3.18,3.18 TON Ref#GEYDKNJSGU======,51014811000001
2024-11-18 16:47:28,EQASPioq792ekZyVRUXcHcJxHVjFnk5qErAeWQLQPVDfJTkA,1.0,1 TON Ref#GEYDKNJVGA======,51014810000001
2024-11-18 16:47:25,EQDqYvWnGIMFzbG-E3dDmCFSaq854T-efdLBWBpXKIQ7FcAe,3.4,3.4 TON Ref#GEYDKNJUGQ======,51014809000001
2024-11-18 16:47:31,EQBICEk_N81sY-0Eqmij59GY_jSIoCHUJsr-ZBG9zLaSuRcI,4.4,4.4 TON Ref#GEYDKNJUHA======,51014808000004
2024-11-18 16:47:31,EQBV_CjQ52VWYU7dLMgZXycCBodhUuZulqt7LDV1xKYepWbh,4.7,4.7 TON Ref#GEYDKNJVGY======,51014808000003
2024-11-18 16:47:19,EQD8Z7AIgZVGXLSee859YRuOfcdHc9Ep0Jhw49fJI4VA3tH7,1.0,1 TON Ref#GEYDKNJTGI======,51014807000004
2024-11-18 16:47:19,EQDw2BiCidAeE98IR3Pf1rPx_VJq96h_tohn44SYKyZX_CFK,3.99,3.99 TON Ref#GEYDKNBWGA======,51014807000003
2024-11-18 16:47:19,EQAwQHMWAQKt_TR-UUxDHyhXBidnLBy0jahJt1tfMlgF5nTD,3.0,3 TON Ref#GEYDKNJUGA======,51014807000002
2024-11-18 16:47:19,EQAyYMbgWJt2x1eoOWN51Xl9XWDcBOaGB_omsfyti9xMcqrL,5.0,5 TON Ref#GEYDKNJSHA======,51014807000001
2024-11-18 16:47:25,EQBxKUxgM6wEnlZTHkDKTcGpSjNl1DovmZJUhLkzcHlPhrxW,1.0,1 TON Ref#GEYDKNJUG4======,51014806000003
2024-11-18 16:47:15,EQDygPiPDalLO6MisX44ayQEZjVNL_grdCU7PmQaHkiNLK57,1.0,1 TON Ref#GEYDKNJTHA======,51014806000001
2024-11-18 16:47:11,EQDBl9BWH2TvD7mIOdMVsQrL4iWjPI5BzA6eMZQiFark7Jqe,2.9,2.9 TON Ref#GEYDKNJTGQ======,51014804000002
2024-11-18 16:47:12,EQAmZYHtTG6QqVWpLHn8xSwPuG0Duwucyj5esWz-l7r0ufh-,2.8,2.8 TON Ref#GEYDKNJTGU======,51014804000001
2024-11-18 16:47:13,EQBF_rG7paEsrYcSyn2TPoyZvcoj0wFg2KdYykbm3YHLuE3a,3.58,3.58 TON Ref#GEYDKNJTGM======,51014800000003
